"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"MelHughesx","408429937",2018-03-01 23:28:28,"969353706884956161","RT @SarahDa15849051: my son Dylan died nearly 6 weeks ago from Flu b &amp; sepsis age 12 .My beautiful brave boy. Please learn the signs &amp; symp…",95,0,FALSE,NA,TRUE,"969135202734825472",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"SarahDa15849051","959927602445193219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gustavoh0_","835963956338561025",2018-03-01 23:28:26,"969353698223812611","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alristo_","540528734",2018-03-01 23:28:24,"969353693748387840","#Faktanya wanita lebih rentan terkontaminasi virus flu burung, karena wanita lebih sering kontak langsung dengan burung.",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"in","twittbot.net",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faktanya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"guustaescobar22","793653598299254785",2018-03-01 23:28:24,"969353692615991296","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lmjroozen","1708941307",2018-03-01 23:28:24,"969353691600965634","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time4Hiddles","1293211465",2018-03-01 23:28:20,"969353676497281025","When you are quarantined with the flu and are bored and resort to playing with that #EarlyMan Facebook app thingy... https://t.co/qabLPRzW9Z",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android","969353663687770113","http://pbs.twimg.com/media/DXPWBXHVQAEvaru.jpg","https://twitter.com/Time4Hiddles/status/969353676497281025/photo/1",NA,NA,NA,NA,NA,NA,"EarlyMan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABVHVN","1430276449",2018-03-01 23:28:17,"969353661636739073","ive had the flu for almost a week :(",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JohnEJefferson","608033428",2018-03-01 23:28:10,"969353631966392320","Overstretched NHS staff forced to sleep overnight in A&amp;E as hospitals face 'PERFECT STORM' of snow, flu and norovir… https://t.co/ElFbEdIGpR",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353631966392320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kleber_dias11","885264403351916545",2018-03-01 23:28:06,"969353618259369984","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFamiliaVota","59900070",2018-03-01 23:28:02,"969353600542609408","For nearly 300 communities in #California, water is still not safe to drink. More than half of those impacted live… https://t.co/DbUqzWnrHP",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Buffer",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353600542609408",NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA
"woahhwheeler","2913343537",2018-03-01 23:28:02,"969353598004953090","i have had the flu since monday fuc",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adryel_Vini","3232865591",2018-03-01 23:27:59,"969353587884285953","RT @NETFLU: BOA TRAMA! Flu troca passes, com paciência, e jogada termina em escanteio. VAMOS DESEMPATAR!",1,0,FALSE,NA,TRUE,"969352817075945473",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"NETFLU","43372176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brenopdc12","930804737322168325",2018-03-01 23:27:50,"969353550814904320","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beeky_chastard","327332710",2018-03-01 23:27:42,"969353516774027265","@john_neptune Nobody likes a show off.
*checks flu",0,0,FALSE,NA,FALSE,NA,"969349502531403777","19547652","john_neptune","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"john_neptune","19547652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nara_flu","956651394349617152",2018-03-01 23:27:38,"969353499325673473","RT @anttrindade: comprometimento é tudo né????

kkkkkkk
tudo q eu não tenho",25,0,FALSE,NA,TRUE,"969353104754970626",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"anttrindade","390434624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lmjroozen","1708941307",2018-03-01 23:27:35,"969353487913046017","RT @tiagobotini: Flu atrasa salário e depois fica mandando indiretinha pra jogador que saiu pra clube que paga salário em dia. <f0><U+009F><U+0098><U+0082> https://t.…",3,0,TRUE,"969320708181544960",TRUE,"969351996707889153",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"tiagobotini","40897123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mcleod_sasha","2731905424",2018-03-01 23:27:35,"969353487686553600","RT @sams_monkey: Although my boys love the snow it makes me anxious. The last time it was icy / snow here like in this Devon was winter 201…",3,0,FALSE,NA,TRUE,"969327825579859969",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"sams_monkey","708791049737605121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wtfthats","89847790",2018-03-01 23:27:33,"969353476835807232","holy, meu flu tomou gol",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"cy","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El_Flu","474556247",2018-03-01 23:27:33,"969353475824996352","RT @mattwhitlockPM: stop messing with people who don't reciprocate the same level of energy as you - your time is way too valuable for any…",2,0,FALSE,NA,TRUE,"969353350071373826",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"mattwhitlockPM","23885430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1Mr_Ken_","298424076",2018-03-01 23:27:30,"969353464810795009","Fuck this flu for real. Now I cannot sleep <f0><U+009F><U+0098><U+00AA>",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"howlettthemoon","31038031",2018-03-01 23:27:30,"969353463275630592","@heyheytara Dude, I feel ya. I just got over having the flu and now I have an upper respiratory infection. <f0><U+009F><U+0099><U+0084>",0,0,FALSE,NA,FALSE,NA,"969310558192390150","43948308","heyheytara","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"heyheytara","43948308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saraah_jaane224","799523580",2018-03-01 23:27:28,"969353457206464513","I will not get the flu I will not get the flu I will not get the flu I will not get the flu I will not get the flu… https://t.co/sH1NMTpcGw",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353457206464513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noronha32","1479789061",2018-03-01 23:27:22,"969353431067582465","Cruzamento na área do Avaí o Flu ganhou todas.
Tem q aproveitar e acertar o gol noa escanteios",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maluupontes","2977531060",2018-03-01 23:27:18,"969353412985982976","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",119,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efeduardoo","2871533327",2018-03-01 23:27:15,"969353404001775616","RT @ronieri_carlos: Até escutando essa torcida maravilhosa do Flu pela tv me arrepia <U+2764><U+FE0F><f0><U+009F><U+0092><U+009A>",1,0,FALSE,NA,TRUE,"969351960641130497",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"ronieri_carlos","2858780168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RuckMeFunning","43798455",2018-03-01 23:27:14,"969353397672529931","@TweetDawg563 Hell yes! @the_silverfox1 needs to expand his horizons and Shit with us. He has potential. Plus, I ne… https://t.co/uD97tQ6VAg",0,1,FALSE,NA,FALSE,NA,"969351697708576773","538379484","TweetDawg563","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353397672529931","TweetDawg563 the_silverfox1","538379484 737850284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BeautifulCAzone","29374100",2018-03-01 23:27:13,"969353394841206784","The CDC Voted to Bring Back the Nasal Spray Flu Vaccine https://t.co/SNUiBp1IiY https://t.co/eNSV6sE99S",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","969353391183822849","http://pbs.twimg.com/media/DXPVxf9VAAEzTS5.jpg","https://twitter.com/BeautifulCAzone/status/969353394841206784/photo/1",NA,"dlvr.it/QJN9YW","http://dlvr.it/QJN9YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TheNYevening","800501342653399040",2018-03-01 23:27:12,"969353391032930304","RT @TheNYevening: Two More Children Dead as 'Deadly' Flu Shot Causes Fatal Influenza Epidemic https://t.co/X2I5m9x5IQ https://t.co/TGgv7iKo…",2,0,FALSE,NA,TRUE,"969298126971506688",NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"nyeveningnews.com/2018/03/01/two…","http://nyeveningnews.com/2018/03/01/two-children-dead-deadly-flu-shot-causes-fatal-influenza-epidemic/","TheNYevening","800501342653399040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marihffc","3687134063",2018-03-01 23:27:11,"969353384489832449","RT @CitouFluzao: Resumo do 1° tempo: jogamos bem, 90% do jogo o Flu dominou só deu a vacilada deixando eles chegarem, fora isso o time tá b…",14,0,FALSE,NA,TRUE,"969347808410161153",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"CitouFluzao","960932739016003589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GibbonsAreMagic","145012016",2018-03-01 23:27:11,"969353384288497666","Really took my clear sinuses for granted. Now they're blocked. #suchfun #typical #flu",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,"suchfun typical flu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BestGreenHotel","136066004",2018-03-01 23:27:08,"969353373739663361","The CDC Voted to Bring Back the Nasal Spray Flu Vaccine https://t.co/JSPw2yjwLF #FITNESS AND #FOOD https://t.co/ozn4Rkkdiv",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","969353369474052101","http://pbs.twimg.com/media/DXPVwPFUMAUHOxk.jpg","https://twitter.com/BestGreenHotel/status/969353373739663361/photo/1",NA,"dlvr.it/QJN9XZ","http://dlvr.it/QJN9XZ",NA,NA,NA,"FITNESS FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"naycarti","785346740",2018-03-01 23:27:05,"969353358636134400","im getting the flu omgggggg",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"qpcjocassee","73774742",2018-03-01 23:27:03,"969353350717300738","Check out my post! https://t.co/Udtu7ayetg",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPad",NA,NA,NA,NA,"qualiitypest.com/single-post/20…","https://www.qualiitypest.com/single-post/2018/03/01/Moldy-House-Bad-Odors-Flu-MRSA-Meth-Contaminaton-We-can-Help",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hweejiniya","937675066308882432",2018-03-01 23:26:53,"969353309076176896","@huangjus Pagi ini bangun dan langsung flu justin. Kamu gimana?",0,0,FALSE,NA,FALSE,NA,"969195402703470592","925669215704465408","huangjus","in","Twitter for Android",NA,NA,NA,NA,NA,NA,"huangjus","925669215704465408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mattstandley10","3239618221",2018-03-01 23:26:51,"969353303711670272","@timmykuharich People be actin like my shit has the flu when I got 2 god damn items on the belt like cmon now.",0,0,FALSE,NA,FALSE,NA,"969332366375141378","1359707288","timmykuharich","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"timmykuharich","1359707288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fededepompeis","499213790",2018-03-01 23:26:51,"969353300901494785","RT @SarahDa15849051: Another amazing tribute to my brave son Dylan Day who died age 12 from Flu b &amp; sepsis. We will help others.. #dylansar…",4,0,FALSE,NA,TRUE,"969344697461129216",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"SarahDa15849051","959927602445193219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chadcluff","50870038",2018-03-01 23:26:48,"969353287265898496","@dahomes @geoffjBYU I got 2 different strains of the flu this year, it's was the most sick I've been from a virus a… https://t.co/JAmxowMo57",0,1,FALSE,NA,FALSE,NA,"969349085005103104","43339361","dahomes","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353287265898496","dahomes geoffjBYU","43339361 184288608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
