"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"wtfthats","89847790",2018-03-01 23:27:33,"969353476835807232","holy, meu flu tomou gol",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"cy","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El_Flu","474556247",2018-03-01 23:27:33,"969353475824996352","RT @mattwhitlockPM: stop messing with people who don't reciprocate the same level of energy as you - your time is way too valuable for any…",1,0,FALSE,NA,TRUE,"969353350071373826",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"mattwhitlockPM","23885430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1Mr_Ken_","298424076",2018-03-01 23:27:30,"969353464810795009","Fuck this flu for real. Now I cannot sleep <f0><U+009F><U+0098><U+00AA>",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"howlettthemoon","31038031",2018-03-01 23:27:30,"969353463275630592","@heyheytara Dude, I feel ya. I just got over having the flu and now I have an upper respiratory infection. <f0><U+009F><U+0099><U+0084>",0,0,FALSE,NA,FALSE,NA,"969310558192390150","43948308","heyheytara","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"heyheytara","43948308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saraah_jaane224","799523580",2018-03-01 23:27:28,"969353457206464513","I will not get the flu I will not get the flu I will not get the flu I will not get the flu I will not get the flu… https://t.co/sH1NMTpcGw",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353457206464513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Noronha32","1479789061",2018-03-01 23:27:22,"969353431067582465","Cruzamento na área do Avaí o Flu ganhou todas.
Tem q aproveitar e acertar o gol noa escanteios",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maluupontes","2977531060",2018-03-01 23:27:18,"969353412985982976","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",117,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"efeduardoo","2871533327",2018-03-01 23:27:15,"969353404001775616","RT @ronieri_carlos: Até escutando essa torcida maravilhosa do Flu pela tv me arrepia <U+2764><U+FE0F><f0><U+009F><U+0092><U+009A>",1,0,FALSE,NA,TRUE,"969351960641130497",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"ronieri_carlos","2858780168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RuckMeFunning","43798455",2018-03-01 23:27:14,"969353397672529931","@TweetDawg563 Hell yes! @the_silverfox1 needs to expand his horizons and Shit with us. He has potential. Plus, I ne… https://t.co/uD97tQ6VAg",0,0,FALSE,NA,FALSE,NA,"969351697708576773","538379484","TweetDawg563","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353397672529931","TweetDawg563 the_silverfox1","538379484 737850284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BeautifulCAzone","29374100",2018-03-01 23:27:13,"969353394841206784","The CDC Voted to Bring Back the Nasal Spray Flu Vaccine https://t.co/SNUiBp1IiY https://t.co/eNSV6sE99S",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","969353391183822849","http://pbs.twimg.com/media/DXPVxf9VAAEzTS5.jpg","https://twitter.com/BeautifulCAzone/status/969353394841206784/photo/1",NA,"dlvr.it/QJN9YW","http://dlvr.it/QJN9YW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TheNYevening","800501342653399040",2018-03-01 23:27:12,"969353391032930304","RT @TheNYevening: Two More Children Dead as 'Deadly' Flu Shot Causes Fatal Influenza Epidemic https://t.co/X2I5m9x5IQ https://t.co/TGgv7iKo…",2,0,FALSE,NA,TRUE,"969298126971506688",NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"nyeveningnews.com/2018/03/01/two…","http://nyeveningnews.com/2018/03/01/two-children-dead-deadly-flu-shot-causes-fatal-influenza-epidemic/","TheNYevening","800501342653399040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"marihffc","3687134063",2018-03-01 23:27:11,"969353384489832449","RT @CitouFluzao: Resumo do 1° tempo: jogamos bem, 90% do jogo o Flu dominou só deu a vacilada deixando eles chegarem, fora isso o time tá b…",14,0,FALSE,NA,TRUE,"969347808410161153",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"CitouFluzao","960932739016003589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GibbonsAreMagic","145012016",2018-03-01 23:27:11,"969353384288497666","Really took my clear sinuses for granted. Now they're blocked. #suchfun #typical #flu",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,"suchfun typical flu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BestGreenHotel","136066004",2018-03-01 23:27:08,"969353373739663361","The CDC Voted to Bring Back the Nasal Spray Flu Vaccine https://t.co/JSPw2yjwLF #FITNESS AND #FOOD https://t.co/ozn4Rkkdiv",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","dlvr.it","969353369474052101","http://pbs.twimg.com/media/DXPVwPFUMAUHOxk.jpg","https://twitter.com/BestGreenHotel/status/969353373739663361/photo/1",NA,"dlvr.it/QJN9XZ","http://dlvr.it/QJN9XZ",NA,NA,NA,"FITNESS FOOD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"naycarti","785346740",2018-03-01 23:27:05,"969353358636134400","im getting the flu omgggggg",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"qpcjocassee","73774742",2018-03-01 23:27:03,"969353350717300738","Check out my post! https://t.co/Udtu7ayetg",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPad",NA,NA,NA,NA,"qualiitypest.com/single-post/20…","https://www.qualiitypest.com/single-post/2018/03/01/Moldy-House-Bad-Odors-Flu-MRSA-Meth-Contaminaton-We-can-Help",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hweejiniya","937675066308882432",2018-03-01 23:26:53,"969353309076176896","@huangjus Pagi ini bangun dan langsung flu justin. Kamu gimana?",0,0,FALSE,NA,FALSE,NA,"969195402703470592","925669215704465408","huangjus","in","Twitter for Android",NA,NA,NA,NA,NA,NA,"huangjus","925669215704465408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mattstandley10","3239618221",2018-03-01 23:26:51,"969353303711670272","@timmykuharich People be actin like my shit has the flu when I got 2 god damn items on the belt like cmon now.",0,0,FALSE,NA,FALSE,NA,"969332366375141378","1359707288","timmykuharich","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"timmykuharich","1359707288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fededepompeis","499213790",2018-03-01 23:26:51,"969353300901494785","RT @SarahDa15849051: Another amazing tribute to my brave son Dylan Day who died age 12 from Flu b &amp; sepsis. We will help others.. #dylansar…",4,0,FALSE,NA,TRUE,"969344697461129216",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"SarahDa15849051","959927602445193219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chadcluff","50870038",2018-03-01 23:26:48,"969353287265898496","@dahomes @geoffjBYU I got 2 different strains of the flu this year, it's was the most sick I've been from a virus a… https://t.co/JAmxowMo57",0,1,FALSE,NA,FALSE,NA,"969349085005103104","43339361","dahomes","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353287265898496","dahomes geoffjBYU","43339361 184288608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RachelJWillie","2485675304",2018-03-01 23:26:48,"969353287253229568","@avoiding_bears It’ll be like the Christmas of Swine Flu all over again!",0,0,FALSE,NA,FALSE,NA,"969347004592771075","354306240","avoiding_bears","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"avoiding_bears","354306240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astriddnava","2206136725",2018-03-01 23:26:45,"969353274712145920","i gave juan the stomach flu i feel so bad lmaoo",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ArthurCaplan","17573273",2018-03-01 23:26:43,"969353268240551937","RT @SteveJoffe: Simple point: if a major purpose of vaccines (not just flu) is to protect others, there should never be a cost to the indiv…",1,0,TRUE,"969335889271902209",TRUE,"969351520507527168",NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"SteveJoffe","314536466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romyx2321","1543963526",2018-03-01 23:26:40,"969353256005722112","Qué pasa!!! Con Bety y el cuartel de feas ah??? La sacaron de pantalla los muy pendejos <f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4> falta de respeto… https://t.co/y3luZjjK46",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"es","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353256005722112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emanueeely","149967631",2018-03-01 23:26:35,"969353233775804416","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",117,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BielleonL","852699900773101569",2018-03-01 23:26:33,"969353225437671425","RT @NETFLU: Flu volta sem alterações.",2,0,FALSE,NA,TRUE,"969350979647954944",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"NETFLU","43372176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"_mormilk","60720182",2018-03-01 23:26:21,"969353176536272897","RT @_mormilk: but yea so I have the flu https://t.co/uEzYGk4vEW",1,0,TRUE,"969299873450348544",TRUE,"969299962445090817",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/_mormilk/statu…","https://twitter.com/_mormilk/status/969299873450348544","_mormilk","60720182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardplayerlife","92544957",2018-03-01 23:26:17,"969353157095710721","I might have the flu + she might've wet the bed for the 14,729th time and woken me up to shower her at 1:20am, but… https://t.co/VwgcEYNJwy",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353157095710721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RicardoFaria_","32056807",2018-03-01 23:26:15,"969353152792317959","O Fla empatou com o River pela Liberta geral ficou zoando pra caralho! Estamos falando do River, não do AVAÍ e muit… https://t.co/0H0e65II7U",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353152792317959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHAaaalmers","116692393",2018-03-01 23:26:14,"969353145452085248","Flu <f0><U+009F><U+0098><U+00B7>",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"und","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bruunomarinho","3013286950",2018-03-01 23:26:02,"969353094353031168","ai minha amiga mandou foto do jogo do flu no Nilton Santos agora, que saudade da minha casinha <f0><U+009F><U+0098><U+00AB>",0,2,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nara_flu","956651394349617152",2018-03-01 23:26:01,"969353092415348737","TRICOLOR MINHA PAIXÃO",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VictorSantos016","811568312790450176",2018-03-01 23:26:00,"969353088300670978","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",117,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"_imani__","353854600",2018-03-01 23:25:59,"969353081627533312","My bitch got the flu <f0><U+009F><U+0098><U+0082>",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doug_Anderson57","218281156",2018-03-01 23:25:54,"969353063155855360","At some California hospitals, fewer than half of workers get the flu shot; how did your hospital compare? https://t.co/SJHVx5yLix",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"flip.it/s4rLBt","http://flip.it/s4rLBt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pedrxjorge","2178862190",2018-03-01 23:25:53,"969353057900355585","ainda tem flamenguista sentido com o fla x flu kkkkkkkkk",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PaulinPaulera","215813228",2018-03-01 23:25:49,"969353040749842433","Mas é tosco demais, cara
Eu JURO que nunca vi notícia desestabilizando o Fluminense ou Vasco quando é semana de Fla… https://t.co/YqIOdjBuBD",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","TweetDeck",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969353040749842433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nara_flu","956651394349617152",2018-03-01 23:25:47,"969353033929973762","RT @jcria_: Oque sabe fazer de melhor? — bater neurose https://t.co/ePl6cEKaxd",2148,0,FALSE,NA,TRUE,"969089379070341120",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"curiouscat.me/jcria_/post/34…","https://curiouscat.me/jcria_/post/340743116?1519883887","jcria_","3161920145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DisabledBlogs","877472977352261632",2018-03-01 23:25:44,"969353022257225728","RT @claimesuk: Top Tips to stay well throughout this cold bout... <U+2744><U+2603><U+2744><U+2603>
#cold #TheBeastFromTheEast #snow #health # flu #coughsandcolds #disa…",2,0,FALSE,NA,TRUE,"969194524324126721",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"claimesuk","848236217405763584",NA,"cold TheBeastFromTheEast snow health coughsandcolds",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nara_flu","956651394349617152",2018-03-01 23:25:44,"969353022127198208","OLHA ESSA TORCIDA CANTANDOOO",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RM3nde5","704082041390960640",2018-03-01 23:25:43,"969353015873495042","RT @mgabiffc: barca, metro, trem, anos de fila, perdi meia hora do jogo e comemorei nosso gol na fila. mas qnd entrei no estadio vi uma vel…",3,0,FALSE,NA,TRUE,"969349260369190912",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"mgabiffc","3807165615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tursiqueira","3080244755",2018-03-01 23:25:39,"969352998039310336","Qual é a sua lembrança favorita da infância? — Treinar na escolinha do Flu https://t.co/pMAgNpEBkd",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Curious Cat",NA,NA,NA,NA,"curiouscat.me/Arturrr/post/3…","https://curiouscat.me/Arturrr/post/341458435?1519946738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dr_LoveStrange","259617113",2018-03-01 23:25:38,"969352994478280705","RT @JenFen_FBPE: NHS Consultant:
“I can only put this down to either incompetence or a deliberate strategy on the part of the Government to…",54,0,FALSE,NA,TRUE,"949177450478624768",NA,NA,NA,"en","Twitter for iPad",NA,NA,NA,NA,NA,NA,"JenFen_FBPE","2783754400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jgcrf02","772646247127736320",2018-03-01 23:25:37,"969352990950940672","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",117,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natjoa","124076587",2018-03-01 23:25:29,"969352959627849729","Con Flu tipo B. Aislada con mis padres, y mi madre me acaba de decir que no le hable pq le da fiebre. <f0><U+009F><U+0098><U+0095> #historiasdelFlu",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"es","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,"historiasdelFlu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TheNYevening","800501342653399040",2018-03-01 23:25:28,"969352952535224321","RT @TheNYevening: CDC Doctor, Who Claimed #flushot Caused Outbreak, Missing Feared Dead https://t.co/aLpxq3QyBA https://t.co/nknOL0DoPm",28,0,FALSE,NA,TRUE,"968559577452154880",NA,NA,NA,"en","Twitter Web Client","968559537539166208","http://pbs.twimg.com/media/DXEDxIrWsAANmh7.jpg","https://twitter.com/TheNYevening/status/968559577452154880/photo/1",NA,"nyeveningnews.com/2018/02/27/cdc…","http://nyeveningnews.com/2018/02/27/cdc-doctor-claimed-flu-shot-caused-outbreak-missing-feared-dead/","TheNYevening","800501342653399040",NA,"flushot",NA,NA,NA,NA,NA,NA,NA,NA,NA
"grossoyrn","1294650398",2018-03-01 23:25:26,"969352945442672645","And she know that I got hoes, but she still gon' suck my dick
All these diamonds on my neck, got the flu, bitch I'm sick",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DBruton10","771488264695914496",2018-03-01 23:25:24,"969352936827621376","RT @OfficiallyIce: Know how I know periods are weak? Cause y’all be wishing men could get to experience them. Man Flu so intense, we wouldn…",451,0,FALSE,NA,TRUE,"955836346735710209",NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"OfficiallyIce","20465433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nara_flu","956651394349617152",2018-03-01 23:25:19,"969352914983677953","RT @NostalgiaFlu: HAJA OQ HOUVER ONDE QUER QUE EU VÁ COMIGO VOU LEVAR AS CORES QUE HERDEI VERDE BRANCO E GRENÁ",53,0,FALSE,NA,TRUE,"969352390943105024",NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,"NostalgiaFlu","3828460817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FFC_santos","4417828697",2018-03-01 23:25:19,"969352914555809792","Flu já pode fazer o segundo pfv",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"pt","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bensam123TV","262616234",2018-03-01 23:25:16,"969352901536698368","Fever is gone, but still congested as fuck and I sound like I smoke a pack a day if I can get words out without a h… https://t.co/xoFFREdDNR",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/969352901536698368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goswivl","393118979",2018-03-01 23:25:13,"969352889616379904","RT @POPCS1089: Kara from POPCS TX The Swivl has made a huge positive change in my classroom. Especially this year with so many out with the…",1,0,FALSE,NA,TRUE,"963232583722160128",NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"POPCS1089","3202120461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AndersonFische","1228785626",2018-03-01 23:25:02,"969352844703948800","RT @Mul4mb0: 9 fla flu sem ganhar os cara ganham 1 da nisso https://t.co/ByH3k4419t",117,0,TRUE,"969341486159581184",TRUE,"969347711203008512",NA,NA,NA,"pt","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/fluminensefc/s…","https://twitter.com/fluminensefc/status/969341486159581184","Mul4mb0","94408147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torimoya","841781570012889088",2018-03-01 23:24:59,"969352831487574017","RT @tnsalmon3: I think we got a different flu https://t.co/VDeDLL3R8i",37,0,FALSE,NA,TRUE,"969073243863814144",NA,NA,NA,"en","Twitter for iPhone","969073234766385152","http://pbs.twimg.com/media/DXLW-P-W0AABsP6.jpg","https://twitter.com/tnsalmon3/status/969073243863814144/photo/1",NA,NA,NA,"tnsalmon3","2307714170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
